symbol,yahoo_symbol,name,series,isin,industry,source,as_of
SHRIPISTON,SHRIPISTON.NS,Shriram Pistons & Rings Limited,EQ,INE526E01018,,local_data_nse_equity_list,2026-04-29
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,INE721A01047,,local_data_nse_equity_list,2026-04-29
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,INE217L01019,,local_data_nse_equity_list,2026-04-29
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,EQ,INE979R01011,,local_data_nse_equity_list,2026-04-29
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,INE810G01011,,local_data_nse_equity_list,2026-04-29
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,EQ,INE635A01023,,local_data_nse_equity_list,2026-04-29
SICAGEN,SICAGEN.NS,Sicagen India Limited,EQ,INE176J01011,,local_data_nse_equity_list,2026-04-29
SICALLOG,SICALLOG.NS,Sical Logistics Limited,BE,INE075B01020,,local_data_nse_equity_list,2026-04-29
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,INE003A01024,,local_data_nse_equity_list,2026-04-29
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,INE0D0K01022,,local_data_nse_equity_list,2026-04-29
SIGIND,SIGIND.NS,Signet Industries Limited,EQ,INE529F01035,,local_data_nse_equity_list,2026-04-29
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,INE0A0S01028,,local_data_nse_equity_list,2026-04-29
SIGMAADV,SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,EQ,INE933B01012,,local_data_nse_equity_list,2026-04-29
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,INE903U01023,,local_data_nse_equity_list,2026-04-29
SIGNPOST,SIGNPOST.NS,Signpost India Limited,EQ,INE0KGZ01021,,local_data_nse_equity_list,2026-04-29
SIKA,SIKA.NS,Sika Interplant Systems Limited,EQ,INE438E01032,,local_data_nse_equity_list,2026-04-29
SIKKO,SIKKO.NS,Sikko Industries Limited,EQ,INE112X01025,,local_data_nse_equity_list,2026-04-29
SIL,SIL.NS,Standard Industries Limited,EQ,INE173A01025,,local_data_nse_equity_list,2026-04-29
SILGO,SILGO.NS,Silgo Retail Limited,EQ,INE01II01013,,local_data_nse_equity_list,2026-04-29
SILINV,SILINV.NS,SIL Investments Limited,EQ,INE923A01015,,local_data_nse_equity_list,2026-04-29
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ,INE203Y01012,,local_data_nse_equity_list,2026-04-29
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,INE625X01026,,local_data_nse_equity_list,2026-04-29
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,BZ,INE748T01016,,local_data_nse_equity_list,2026-04-29
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ,INE059B01024,,local_data_nse_equity_list,2026-04-29
SINCLAIR,SINCLAIR.NS,Sinclairs Hotels Limited,EQ,INE985A01022,,local_data_nse_equity_list,2026-04-29
SINDHUTRAD,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,INE325D01025,,local_data_nse_equity_list,2026-04-29
SINGERIND,SINGERIND.NS,Singer India Limited,EQ,INE638A01035,,local_data_nse_equity_list,2026-04-29
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,INE129Z01016,,local_data_nse_equity_list,2026-04-29
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,INE792Z01011,,local_data_nse_equity_list,2026-04-29
SIS,SIS.NS,SIS LIMITED,EQ,INE285J01028,,local_data_nse_equity_list,2026-04-29
SITINET,SITINET.NS,Siti Networks Limited,BZ,INE965H01011,,local_data_nse_equity_list,2026-04-29
SIYSIL,SIYSIL.NS,Siyaram Silk Mills Limited,EQ,INE076B01028,,local_data_nse_equity_list,2026-04-29
SJS,SJS.NS,S.J.S. Enterprises Limited,EQ,INE284S01014,,local_data_nse_equity_list,2026-04-29
SJVN,SJVN.NS,SJVN Limited,EQ,INE002L01015,,local_data_nse_equity_list,2026-04-29
SKFINDIA,SKFINDIA.NS,SKF India Limited,EQ,INE640A01023,,local_data_nse_equity_list,2026-04-29
SKFINDUS,SKFINDUS.NS,SKF India (Industrial) Limited,EQ,INE2J8701016,,local_data_nse_equity_list,2026-04-29
SKIPPER,SKIPPER.NS,Skipper Limited,EQ,INE439E01022,,local_data_nse_equity_list,2026-04-29
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,EQ,INE411D01023,,local_data_nse_equity_list,2026-04-29
SKYGOLD,SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018,,local_data_nse_equity_list,2026-04-29
SMARTLINK,SMARTLINK.NS,Smartlink Holdings Limited,EQ,INE178C01020,,local_data_nse_equity_list,2026-04-29
SMARTWORKS,SMARTWORKS.NS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010,,local_data_nse_equity_list,2026-04-29
SMCGLOBAL,SMCGLOBAL.NS,SMC Global Securities Limited,EQ,INE103C01036,,local_data_nse_equity_list,2026-04-29
SMLMAH,SMLMAH.NS,SML Mahindra Limited,EQ,INE294B01019,,local_data_nse_equity_list,2026-04-29
SMLT,SMLT.NS,Sarthak Metals Limited,EQ,INE017W01010,,local_data_nse_equity_list,2026-04-29
SMSPHARMA,SMSPHARMA.NS,SMS Pharmaceuticals Limited,EQ,INE812G01025,,local_data_nse_equity_list,2026-04-29
SNOWMAN,SNOWMAN.NS,Snowman Logistics Limited,EQ,INE734N01019,,local_data_nse_equity_list,2026-04-29
SOBHA,SOBHA.NS,Sobha Limited,EQ,INE671H01015,,local_data_nse_equity_list,2026-04-29
SOFTTECH,SOFTTECH.NS,Softtech Engineers Limited,BE,INE728Z01015,,local_data_nse_equity_list,2026-04-29
SOLARA,SOLARA.NS,Solara Active Pharma Sciences Limited,EQ,INE624Z01016,,local_data_nse_equity_list,2026-04-29
SOLARINDS,SOLARINDS.NS,Solar Industries India Limited,EQ,INE343H01029,,local_data_nse_equity_list,2026-04-29
SOLARWORLD,SOLARWORLD.NS,Solarworld Energy Solutions Limited,EQ,INE0TY101024,,local_data_nse_equity_list,2026-04-29
SOLEX,SOLEX.NS,Solex Energy Limited,EQ,INE880Y01017,,local_data_nse_equity_list,2026-04-29
SOMANYCERA,SOMANYCERA.NS,Somany Ceramics Limited,EQ,INE355A01028,,local_data_nse_equity_list,2026-04-29
SOMATEX,SOMATEX.NS,Soma Textiles & Industries Limited,EQ,INE314C01013,,local_data_nse_equity_list,2026-04-29
SOMICONVEY,SOMICONVEY.NS,Somi Conveyor Beltings Limited,EQ,INE323J01019,,local_data_nse_equity_list,2026-04-29
SONACOMS,SONACOMS.NS,Sona BLW Precision Forgings Limited,EQ,INE073K01018,,local_data_nse_equity_list,2026-04-29
SONAL,SONAL.NS,Sonal Mercantile Limited,EQ,INE321M01017,,local_data_nse_equity_list,2026-04-29
SONAMLTD,SONAMLTD.NS,SONAM LIMITED,EQ,INE00LM01029,,local_data_nse_equity_list,2026-04-29
SONATSOFTW,SONATSOFTW.NS,Sonata Software Limited,EQ,INE269A01021,,local_data_nse_equity_list,2026-04-29
SOTL,SOTL.NS,Savita Oil Technologies Limited,EQ,INE035D01020,,local_data_nse_equity_list,2026-04-29
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited,EQ,INE683A01023,,local_data_nse_equity_list,2026-04-29
SOUTHWEST,SOUTHWEST.NS,South West Pinnacle Exploration Limited,EQ,INE980Y01015,,local_data_nse_equity_list,2026-04-29
SPAL,SPAL.NS,S. P. Apparels Limited,EQ,INE212I01016,,local_data_nse_equity_list,2026-04-29
SPANDANA,SPANDANA.NS,Spandana Sphoorty Financial Limited,EQ,INE572J01011,,local_data_nse_equity_list,2026-04-29
SPARC,SPARC.NS,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014,,local_data_nse_equity_list,2026-04-29
SPCENET,SPCENET.NS,Spacenet Enterprises India Limited,EQ,INE970N01027,,local_data_nse_equity_list,2026-04-29
SPECIALITY,SPECIALITY.NS,Speciality Restaurants Limited,EQ,INE247M01014,,local_data_nse_equity_list,2026-04-29
SPECTRUM,SPECTRUM.NS,Spectrum Electrical Industries Limited,EQ,INE01EO01010,,local_data_nse_equity_list,2026-04-29
SPENCERS,SPENCERS.NS,Spencer's Retail Limited,EQ,INE020801028,,local_data_nse_equity_list,2026-04-29
SPIC,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011,,local_data_nse_equity_list,2026-04-29
SPLIL,SPLIL.NS,SPL Industries Limited,EQ,INE978G01016,,local_data_nse_equity_list,2026-04-29
SPLPETRO,SPLPETRO.NS,Supreme Petrochem Limited,EQ,INE663A01033,,local_data_nse_equity_list,2026-04-29
SPMLINFRA,SPMLINFRA.NS,SPML Infra Limited,EQ,INE937A01023,,local_data_nse_equity_list,2026-04-29
SPORTKING,SPORTKING.NS,Sportking India Limited,EQ,INE885H01029,,local_data_nse_equity_list,2026-04-29
SRD,SRD.NS,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012,,local_data_nse_equity_list,2026-04-29
SREEL,SREEL.NS,Sreeleathers Limited,EQ,INE099F01013,,local_data_nse_equity_list,2026-04-29
SRF,SRF.NS,SRF Limited,EQ,INE647A01010,,local_data_nse_equity_list,2026-04-29
SRGHFL,SRGHFL.NS,SRG Housing Finance Limited,EQ,INE559N01010,,local_data_nse_equity_list,2026-04-29
SRHHYPOLTD,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012,,local_data_nse_equity_list,2026-04-29
SRM,SRM.NS,SRM Contractors Limited,EQ,INE0R6Z01013,,local_data_nse_equity_list,2026-04-29
SRTL,SRTL.NS,Shree Ram Twistex Limited,EQ,INE19GK01015,,local_data_nse_equity_list,2026-04-29
SSDL,SSDL.NS,Saraswati Saree Depot Limited,EQ,INE0PQ101010,,local_data_nse_equity_list,2026-04-29
SSWL,SSWL.NS,Steel Strips Wheels Limited,EQ,INE802C01033,,local_data_nse_equity_list,2026-04-29
STALLION,STALLION.NS,Stallion India Fluorochemicals Limited,EQ,INE0RYC01010,,local_data_nse_equity_list,2026-04-29
STANLEY,STANLEY.NS,Stanley Lifestyles Limited,EQ,INE01A001028,,local_data_nse_equity_list,2026-04-29
STAR,STAR.NS,Strides Pharma Science Limited,EQ,INE939A01011,,local_data_nse_equity_list,2026-04-29
STARCEMENT,STARCEMENT.NS,Star Cement Limited,EQ,INE460H01021,,local_data_nse_equity_list,2026-04-29
STARHEALTH,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,EQ,INE575P01011,,local_data_nse_equity_list,2026-04-29
STARPAPER,STARPAPER.NS,Star Paper Mills Limited,EQ,INE733A01018,,local_data_nse_equity_list,2026-04-29
STARTECK,STARTECK.NS,Starteck Finance Limited,EQ,INE992I01013,,local_data_nse_equity_list,2026-04-29
STCINDIA,STCINDIA.NS,The State Trading Corporation of India Limited,EQ,INE655A01013,,local_data_nse_equity_list,2026-04-29
STEELCAS,STEELCAS.NS,Steelcast Limited,EQ,INE124E01038,,local_data_nse_equity_list,2026-04-29
STEELCITY,STEELCITY.NS,Steel City Securities Limited,EQ,INE395H01011,,local_data_nse_equity_list,2026-04-29
STEELXIND,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021,,local_data_nse_equity_list,2026-04-29
STEL,STEL.NS,Stel Holdings Limited,EQ,INE577L01016,,local_data_nse_equity_list,2026-04-29
STERTOOLS,STERTOOLS.NS,Sterling Tools Limited,EQ,INE334A01023,,local_data_nse_equity_list,2026-04-29
STLNETWORK,STLNETWORK.NS,STL Networks Limited,EQ,INE1VXE01018,,local_data_nse_equity_list,2026-04-29
STLTECH,STLTECH.NS,Sterlite Technologies Limited,EQ,INE089C01029,,local_data_nse_equity_list,2026-04-29
STOVEKRAFT,STOVEKRAFT.NS,Stove Kraft Limited,EQ,INE00IN01015,,local_data_nse_equity_list,2026-04-29
STUDDS,STUDDS.NS,Studds Accessories Limited,EQ,INE00Q601028,,local_data_nse_equity_list,2026-04-29
STYL,STYL.NS,Seshaasai Technologies Limited,EQ,INE04VU01023,,local_data_nse_equity_list,2026-04-29
STYLAMIND,STYLAMIND.NS,Stylam Industries Limited,EQ,INE239C01020,,local_data_nse_equity_list,2026-04-29
STYLEBAAZA,STYLEBAAZA.NS,Baazar Style Retail Limited,EQ,INE01FR01028,,local_data_nse_equity_list,2026-04-29
STYRENIX,STYRENIX.NS,Styrenix Performance Materials Limited,EQ,INE189B01011,,local_data_nse_equity_list,2026-04-29
SUBEXLTD,SUBEXLTD.NS,Subex Limited,EQ,INE754A01055,,local_data_nse_equity_list,2026-04-29
SUBROS,SUBROS.NS,Subros Limited,EQ,INE287B01021,,local_data_nse_equity_list,2026-04-29
SUDARCOLOR,SUDARCOLOR.NS,Sudarshan Colorants India Limited,EQ,INE492A01029,,local_data_nse_equity_list,2026-04-29
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,EQ,INE659A01023,,local_data_nse_equity_list,2026-04-29
SUDEEPPHRM,SUDEEPPHRM.NS,Sudeep Pharma Limited,EQ,INE0QPI01025,,local_data_nse_equity_list,2026-04-29
SUKHJITS,SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029,,local_data_nse_equity_list,2026-04-29
SULA,SULA.NS,Sula Vineyards Limited,EQ,INE142Q01026,,local_data_nse_equity_list,2026-04-29
SUMEETINDS,SUMEETINDS.NS,Sumeet Industries Limited,EQ,INE235C01036,,local_data_nse_equity_list,2026-04-29
SUMICHEM,SUMICHEM.NS,Sumitomo Chemical India Limited,EQ,INE258G01013,,local_data_nse_equity_list,2026-04-29
SUMIT,SUMIT.NS,Sumit Woods Limited,BE,INE748Z01013,,local_data_nse_equity_list,2026-04-29
SUMMITSEC,SUMMITSEC.NS,Summit Securities Limited,EQ,INE519C01017,,local_data_nse_equity_list,2026-04-29
SUNCLAY,SUNCLAY.NS,Sundaram Clayton Limited,EQ,INE0Q3R01026,,local_data_nse_equity_list,2026-04-29
SUNDARAM,SUNDARAM.NS,Sundaram Multi Pap Limited,EQ,INE108E01023,,local_data_nse_equity_list,2026-04-29
SUNDARMFIN,SUNDARMFIN.NS,Sundaram Finance Limited,EQ,INE660A01013,,local_data_nse_equity_list,2026-04-29
SUNDRMBRAK,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,EQ,INE073D01013,,local_data_nse_equity_list,2026-04-29
SUNDRMFAST,SUNDRMFAST.NS,Sundram Fasteners Limited,EQ,INE387A01021,,local_data_nse_equity_list,2026-04-29
SUNDROP,SUNDROP.NS,Sundrop Brands Limited,EQ,INE209A01019,,local_data_nse_equity_list,2026-04-29
SUNFLAG,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,EQ,INE947A01014,,local_data_nse_equity_list,2026-04-29
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,EQ,INE044A01036,,local_data_nse_equity_list,2026-04-29
SUNTECK,SUNTECK.NS,Sunteck Realty Limited,EQ,INE805D01034,,local_data_nse_equity_list,2026-04-29
SUNTV,SUNTV.NS,Sun TV Network Limited,EQ,INE424H01027,,local_data_nse_equity_list,2026-04-29
SUPERHOUSE,SUPERHOUSE.NS,Superhouse Limited,EQ,INE712B01010,,local_data_nse_equity_list,2026-04-29
SUPERSPIN,SUPERSPIN.NS,Super Spinning Mills Limited,EQ,INE662A01027,,local_data_nse_equity_list,2026-04-29
SUPRAJIT,SUPRAJIT.NS,Suprajit Engineering Limited,EQ,INE399C01030,,local_data_nse_equity_list,2026-04-29
SUPREME,SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011,,local_data_nse_equity_list,2026-04-29
SUPREMEENG,SUPREMEENG.NS,Supreme Engineering Limited,BZ,INE319Z01021,,local_data_nse_equity_list,2026-04-29
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Limited,EQ,INE195A01028,,local_data_nse_equity_list,2026-04-29
SUPREMEINF,SUPREMEINF.NS,Supreme Infrastructure India Limited,BZ,INE550H01011,,local_data_nse_equity_list,2026-04-29
SUPRIYA,SUPRIYA.NS,Supriya Lifescience Limited,EQ,INE07RO01027,,local_data_nse_equity_list,2026-04-29
SURAJEST,SURAJEST.NS,Suraj Estate Developers Limited,EQ,INE843S01025,,local_data_nse_equity_list,2026-04-29
SURAJLTD,SURAJLTD.NS,Suraj Limited,EQ,INE713C01016,,local_data_nse_equity_list,2026-04-29
SURAKSHA,SURAKSHA.NS,Suraksha Diagnostic Limited,EQ,INE877V01027,,local_data_nse_equity_list,2026-04-29
SURANASOL,SURANASOL.NS,Surana Solar Limited,EQ,INE272L01022,,local_data_nse_equity_list,2026-04-29
SURANAT&P,SURANAT&P.NS,Surana Telecom and Power Limited,EQ,INE130B01031,,local_data_nse_equity_list,2026-04-29
SURYALA,SURYALA.NS,Suryalata Spinning Mills Limited,EQ,INE132C01027,,local_data_nse_equity_list,2026-04-29
SURYALAXMI,SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026,,local_data_nse_equity_list,2026-04-29
SURYAROSNI,SURYAROSNI.NS,Surya Roshni Limited,EQ,INE335A01020,,local_data_nse_equity_list,2026-04-29
SURYODAY,SURYODAY.NS,Suryoday Small Finance Bank Limited,EQ,INE428Q01011,,local_data_nse_equity_list,2026-04-29
SUTLEJTEX,SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,EQ,INE645H01027,,local_data_nse_equity_list,2026-04-29
SUVEN,SUVEN.NS,Suven Life Sciences Limited,EQ,INE495B01038,,local_data_nse_equity_list,2026-04-29
SUVIDHAA,SUVIDHAA.NS,Suvidhaa Infoserve Limited,BE,INE018401013,,local_data_nse_equity_list,2026-04-29
SUYOG,SUYOG.NS,Suyog Telematics Limited,EQ,INE442P01014,,local_data_nse_equity_list,2026-04-29
SUZLON,SUZLON.NS,Suzlon Energy Limited,EQ,INE040H01021,,local_data_nse_equity_list,2026-04-29
SVLL,SVLL.NS,Shree Vasu Logistics Limited,EQ,INE00CE01017,,local_data_nse_equity_list,2026-04-29
SVPGLOB,SVPGLOB.NS,SVP GLOBAL TEXTILES LIMITED,EQ,INE308E01029,,local_data_nse_equity_list,2026-04-29
SWANCORP,SWANCORP.NS,SWAN CORP LIMITED,EQ,INE665A01038,,local_data_nse_equity_list,2026-04-29
SWANDEF,SWANDEF.NS,Swan Defence and Heavy Industries Limited,BE,INE542F01020,,local_data_nse_equity_list,2026-04-29
SWARAJENG,SWARAJENG.NS,Swaraj Engines Limited,EQ,INE277A01016,,local_data_nse_equity_list,2026-04-29
SWELECTES,SWELECTES.NS,Swelect Energy Systems Limited,EQ,INE409B01013,,local_data_nse_equity_list,2026-04-29
SWIGGY,SWIGGY.NS,Swiggy Limited,EQ,INE00H001014,,local_data_nse_equity_list,2026-04-29
SWSOLAR,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,EQ,INE00M201021,,local_data_nse_equity_list,2026-04-29
SYMPHONY,SYMPHONY.NS,Symphony Limited,EQ,INE225D01027,,local_data_nse_equity_list,2026-04-29
SYNCOMF,SYNCOMF.NS,Syncom Formulations (India) Limited,EQ,INE312C01025,,local_data_nse_equity_list,2026-04-29
SYNGENE,SYNGENE.NS,Syngene International Limited,EQ,INE398R01022,,local_data_nse_equity_list,2026-04-29
SYRMA,SYRMA.NS,Syrma SGS Technology Limited,EQ,INE0DYJ01015,,local_data_nse_equity_list,2026-04-29
SYSTMTXC,SYSTMTXC.NS,Systematix Corporate Services Limited,EQ,INE356B01024,,local_data_nse_equity_list,2026-04-29
TAALTECH,TAALTECH.NS,Taal Tech Limited,EQ,INE524T01011,,local_data_nse_equity_list,2026-04-29
TAINWALCHM,TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018,,local_data_nse_equity_list,2026-04-29
TAJGVK,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026,,local_data_nse_equity_list,2026-04-29
TAKE,TAKE.NS,Take Solutions Limited,BE,INE142I01023,,local_data_nse_equity_list,2026-04-29
TALBROAUTO,TALBROAUTO.NS,Talbros Automotive Components Limited,EQ,INE187D01029,,local_data_nse_equity_list,2026-04-29
TAMBOLIIN,TAMBOLIIN.NS,Tamboli Industries Limited,EQ,INE864J01012,,local_data_nse_equity_list,2026-04-29
TANLA,TANLA.NS,Tanla Platforms Limited,EQ,INE483C01032,,local_data_nse_equity_list,2026-04-29
TARACHAND,TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,EQ,INE555Z01020,,local_data_nse_equity_list,2026-04-29
TARAPUR,TARAPUR.NS,Tarapur Transformers Limited,EQ,INE747K01017,,local_data_nse_equity_list,2026-04-29
TARC,TARC.NS,TARC Limited,EQ,INE0EK901012,,local_data_nse_equity_list,2026-04-29
TARIL,TARIL.NS,Transformers And Rectifiers (India) Limited,EQ,INE763I01026,,local_data_nse_equity_list,2026-04-29
TARMAT,TARMAT.NS,Tarmat Limited,BE,INE924H01018,,local_data_nse_equity_list,2026-04-29
TARSONS,TARSONS.NS,Tarsons Products Limited,EQ,INE144Z01023,,local_data_nse_equity_list,2026-04-29
TASTYBITE,TASTYBITE.NS,Tasty Bite Eatables Limited,EQ,INE488B01017,,local_data_nse_equity_list,2026-04-29
TATACAP,TATACAP.NS,Tata Capital Limited,EQ,INE976I01016,,local_data_nse_equity_list,2026-04-29
TATACHEM,TATACHEM.NS,Tata Chemicals Limited,EQ,INE092A01019,,local_data_nse_equity_list,2026-04-29
TATACOMM,TATACOMM.NS,Tata Communications Limited,EQ,INE151A01013,,local_data_nse_equity_list,2026-04-29
TATACONSUM,TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,EQ,INE192A01025,,local_data_nse_equity_list,2026-04-29
TATAELXSI,TATAELXSI.NS,Tata Elxsi Limited,EQ,INE670A01012,,local_data_nse_equity_list,2026-04-29
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Limited,EQ,INE672A01026,,local_data_nse_equity_list,2026-04-29
TATAPOWER,TATAPOWER.NS,Tata Power Company Limited,EQ,INE245A01021,,local_data_nse_equity_list,2026-04-29
TATASTEEL,TATASTEEL.NS,Tata Steel Limited,EQ,INE081A01020,,local_data_nse_equity_list,2026-04-29
TATATECH,TATATECH.NS,Tata Technologies Limited,EQ,INE142M01025,,local_data_nse_equity_list,2026-04-29
TATVA,TATVA.NS,Tatva Chintan Pharma Chem Limited,EQ,INE0GK401011,,local_data_nse_equity_list,2026-04-29
TBOTEK,TBOTEK.NS,TBO Tek Limited,EQ,INE673O01025,,local_data_nse_equity_list,2026-04-29
TBZ,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,EQ,INE760L01018,,local_data_nse_equity_list,2026-04-29
TCC,TCC.NS,TCC Concept Limited,EQ,INE887D01016,,local_data_nse_equity_list,2026-04-29
TCI,TCI.NS,Transport Corporation of India Limited,EQ,INE688A01022,,local_data_nse_equity_list,2026-04-29
TCIEXP,TCIEXP.NS,TCI Express Limited,EQ,INE586V01016,,local_data_nse_equity_list,2026-04-29
TCIFINANCE,TCIFINANCE.NS,TCI Finance Limited,EQ,INE911B01018,,local_data_nse_equity_list,2026-04-29
TCPLPACK,TCPLPACK.NS,TCPL Packaging Limited,EQ,INE822C01015,,local_data_nse_equity_list,2026-04-29
TCS,TCS.NS,Tata Consultancy Services Limited,EQ,INE467B01029,,local_data_nse_equity_list,2026-04-29
TDPOWERSYS,TDPOWERSYS.NS,TD Power Systems Limited,EQ,INE419M01027,,local_data_nse_equity_list,2026-04-29
TEAMGTY,TEAMGTY.NS,Team India Guaranty Limited,EQ,INE289C01025,,local_data_nse_equity_list,2026-04-29
TEAMLEASE,TEAMLEASE.NS,Teamlease Services Limited,EQ,INE985S01024,,local_data_nse_equity_list,2026-04-29
TECHM,TECHM.NS,Tech Mahindra Limited,EQ,INE669C01036,,local_data_nse_equity_list,2026-04-29
TECHNOE,TECHNOE.NS,Techno Electric & Engineering Company Limited,EQ,INE285K01026,,local_data_nse_equity_list,2026-04-29
TECHNVISN,TECHNVISN.NS,TechNVision Ventures Limited,EQ,INE314H01012,,local_data_nse_equity_list,2026-04-29
TECILCHEM,TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,EQ,INE014B01011,,local_data_nse_equity_list,2026-04-29
TEGA,TEGA.NS,Tega Industries Limited,EQ,INE011K01018,,local_data_nse_equity_list,2026-04-29
TEJASNET,TEJASNET.NS,Tejas Networks Limited,EQ,INE010J01012,,local_data_nse_equity_list,2026-04-29
TEMBO,TEMBO.NS,Tembo Global Industries Limited,EQ,INE869Y01010,,local_data_nse_equity_list,2026-04-29
TENNIND,TENNIND.NS,Tenneco Clean Air India Limited,EQ,INE19RI01016,,local_data_nse_equity_list,2026-04-29
TERASOFT,TERASOFT.NS,Tera Software Limited,EQ,INE482B01010,,local_data_nse_equity_list,2026-04-29
TEXINFRA,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024,,local_data_nse_equity_list,2026-04-29
TEXMOPIPES,TEXMOPIPES.NS,Texmo Pipes and Products Limited,EQ,INE141K01013,,local_data_nse_equity_list,2026-04-29
TEXRAIL,TEXRAIL.NS,Texmaco Rail & Engineering Limited,EQ,INE621L01012,,local_data_nse_equity_list,2026-04-29
TFCILTD,TFCILTD.NS,Tourism Finance Corporation of India Limited,EQ,INE305A01023,,local_data_nse_equity_list,2026-04-29
TFL,TFL.NS,Transwarranty Finance Limited,EQ,INE804H01012,,local_data_nse_equity_list,2026-04-29
TGBHOTELS,TGBHOTELS.NS,TGB Banquets And Hotels Limited,EQ,INE797H01018,,local_data_nse_equity_list,2026-04-29
THACKER,THACKER.NS,Thacker & Company Limited,EQ,INE077P01034,,local_data_nse_equity_list,2026-04-29
THAKDEV,THAKDEV.NS,Thakkers Developers Limited,EQ,INE403F01017,,local_data_nse_equity_list,2026-04-29
THANGAMAYL,THANGAMAYL.NS,Thangamayil Jewellery Limited,EQ,INE085J01014,,local_data_nse_equity_list,2026-04-29
THEINVEST,THEINVEST.NS,The Investment Trust Of India Limited,EQ,INE924D01017,,local_data_nse_equity_list,2026-04-29
THEJO,THEJO.NS,Thejo Engineering Limited,EQ,INE121N01019,,local_data_nse_equity_list,2026-04-29
THELEELA,THELEELA.NS,Leela Palaces Hotels & Resorts Limited,EQ,INE0AQ201015,,local_data_nse_equity_list,2026-04-29
THEMISMED,THEMISMED.NS,Themis Medicare Limited,EQ,INE083B01024,,local_data_nse_equity_list,2026-04-29
THERMAX,THERMAX.NS,Thermax Limited,EQ,INE152A01029,,local_data_nse_equity_list,2026-04-29
THOMASCOOK,THOMASCOOK.NS,Thomas Cook  (India)  Limited,EQ,INE332A01027,,local_data_nse_equity_list,2026-04-29
THOMASCOTT,THOMASCOTT.NS,Thomas Scott (India) Limited,EQ,INE480M01011,,local_data_nse_equity_list,2026-04-29
THYROCARE,THYROCARE.NS,Thyrocare Technologies Limited,EQ,INE594H01019,,local_data_nse_equity_list,2026-04-29
TI,TI.NS,Tilaknagar Industries Limited,EQ,INE133E01013,,local_data_nse_equity_list,2026-04-29
TICL,TICL.NS,Twamev Construction and Infrastructure Limited,EQ,INE388G01026,,local_data_nse_equity_list,2026-04-29
TIGERLOGS,TIGERLOGS.NS,Tiger Logistics (India) Limited,EQ,INE906O01029,,local_data_nse_equity_list,2026-04-29
TIIL,TIIL.NS,Technocraft Industries (India) Limited,EQ,INE545H01011,,local_data_nse_equity_list,2026-04-29
