symbol,yahoo_symbol,name,series,isin,listed_on
GVPIL,GVPIL.NS,GE Power India Limited,BE,INE878A01011,19-APR-2000
GVPTECH,GVPTECH.NS,GVP Infotech Limited,EQ,INE382T01030,06-SEP-2022
GVT&D,GVT&D.NS,GE Vernova T&D India Limited,EQ,INE200A01026,30-JUN-2008
HAL,HAL.NS,Hindustan Aeronautics Limited,EQ,INE066F01020,28-MAR-2018
HALDER,HALDER.NS,Halder Venture Limited,EQ,INE115S01010,19-JAN-2026
HALDYNGL,HALDYNGL.NS,Haldyn Glass Limited,EQ,INE506D01020,20-APR-2026
HALEOSLABS,HALEOSLABS.NS,HALEOS LABS LIMITED,EQ,INE320X01016,17-AUG-2017
HAPPSTMNDS,HAPPSTMNDS.NS,Happiest Minds Technologies Limited,EQ,INE419U01012,17-SEP-2020
HAPPYFORGE,HAPPYFORGE.NS,Happy Forgings Limited,EQ,INE330T01021,27-DEC-2023
HARDWYN,HARDWYN.NS,Hardwyn India Limited,EQ,INE626Z01029,12-APR-2022
HARIOMPIPE,HARIOMPIPE.NS,Hariom Pipe Industries Limited,EQ,INE00EV01017,13-APR-2022
HARRMALAYA,HARRMALAYA.NS,Harrisons  Malayalam Limited,EQ,INE544A01019,08-FEB-1995
HARSHA,HARSHA.NS,Harsha Engineers International Limited,EQ,INE0JUS01029,26-SEP-2022
HATHWAY,HATHWAY.NS,Hathway Cable & Datacom Limited,EQ,INE982F01036,25-FEB-2010
HATSUN,HATSUN.NS,Hatsun Agro Product Limited,EQ,INE473B01035,20-JUN-2014
HAVELLS,HAVELLS.NS,Havells India Limited,EQ,INE176B01034,21-MAR-2001
HAVISHA,HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,BE,INE293B01029,16-FEB-2000
HAWKINCOOK,HAWKINCOOK.NS,Hawkins Cookers Limited,EQ,INE979B01015,20-APR-2026
HBESD,HBESD.NS,HB Estate Developers Limited,EQ,INE640B01021,20-APR-2026
HBLENGINE,HBLENGINE.NS,HBL Engineering Limited,EQ,INE292B01021,04-JAN-2007
HBSL,HBSL.NS,HB Stockholdings Limited,EQ,INE550B01022,23-JUL-2018
HCC,HCC.NS,Hindustan Construction Company Limited,EQ,INE549A01026,01-APR-2003
HCG,HCG.NS,Healthcare Global Enterprises Limited,EQ,INE075I01017,30-MAR-2016
HCL-INSYS,HCL-INSYS.NS,HCL Infosystems Limited,EQ,INE236A01020,01-JAN-1997
HCLTECH,HCLTECH.NS,HCL Technologies Limited,EQ,INE860A01027,06-JAN-2000
HDBFS,HDBFS.NS,HDB Financial Services Limited,EQ,INE756I01012,02-JUL-2025
HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Limited,EQ,INE127D01025,06-AUG-2018
HDFCBANK,HDFCBANK.NS,HDFC Bank Limited,EQ,INE040A01034,08-NOV-1995
HDFCLIFE,HDFCLIFE.NS,HDFC Life Insurance Company Limited,EQ,INE795G01014,17-NOV-2017
HDIL,HDIL.NS,Housing Development and Infrastructure Limited,BZ,INE191I01012,24-JUL-2007
HEADSUP,HEADSUP.NS,Heads UP Ventures Limited,EQ,INE759V01019,14-DEC-2016
HECPROJECT,HECPROJECT.NS,HEC Infra Projects Limited,EQ,INE558R01013,30-DEC-2021
HEG,HEG.NS,HEG Limited,EQ,INE545A01024,10-MAY-1995
HEIDELBERG,HEIDELBERG.NS,HeidelbergCement India Limited,EQ,INE578A01017,15-MAR-1995
HEMIPROP,HEMIPROP.NS,Hemisphere Properties India Limited,EQ,INE0AJG01018,22-OCT-2020
HERANBA,HERANBA.NS,Heranba Industries Limited,EQ,INE694N01015,05-MAR-2021
HERITGFOOD,HERITGFOOD.NS,Heritage Foods Limited,EQ,INE978A01027,27-NOV-1996
HEROMOTOCO,HEROMOTOCO.NS,Hero MotoCorp Limited,EQ,INE158A01026,11-APR-2003
HESTERBIO,HESTERBIO.NS,Hester Biosciences Limited,EQ,INE782E01017,13-MAR-2015
HEXATRADEX,HEXATRADEX.NS,Hexa Tradex Limited,EQ,INE750M01017,20-APR-2012
HEXT,HEXT.NS,Hexaware Technologies Limited,EQ,INE093A01041,19-FEB-2025
HFCL,HFCL.NS,HFCL Limited,EQ,INE548A01028,09-MAR-2011
HGINFRA,HGINFRA.NS,H.G. Infra Engineering Limited,EQ,INE926X01010,09-MAR-2018
HGM,HGM.NS,HandsOn Global Management (HGM) Limited,EQ,INE596H01014,27-SEP-2006
HGS,HGS.NS,Hinduja Global Solutions Limited,EQ,INE170I01016,19-JUN-2007
HIKAL,HIKAL.NS,Hikal Limited,EQ,INE475B01022,14-FEB-2001
HILINFRA,HILINFRA.NS,Highway Infrastructure Limited,BE,INE00RL01028,12-AUG-2025
HILTON,HILTON.NS,Hilton Metal Forging Limited,EQ,INE788H01017,24-MAY-2007
HIMATSEIDE,HIMATSEIDE.NS,Himatsingka Seide Limited,EQ,INE049A01027,08-FEB-1995
HINDALCO,HINDALCO.NS,Hindalco Industries Limited,EQ,INE038A01020,08-JAN-1997
HINDCOMPOS,HINDCOMPOS.NS,Hindustan Composites Limited,EQ,INE310C01029,08-MAY-1996
HINDCON,HINDCON.NS,Hindcon Chemicals Limited,BE,INE642Y01029,05-JUL-2021
HINDCOPPER,HINDCOPPER.NS,Hindustan Copper Limited,EQ,INE531E01026,15-SEP-2010
HINDOILEXP,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,EQ,INE345A01011,23-SEP-2003
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited,EQ,INE094A01015,17-JUN-1998
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Limited,EQ,INE030A01027,06-JUL-1995
HINDWAREAP,HINDWAREAP.NS,Hindware Home Innovation Limited,EQ,INE05AN01011,26-DEC-2019
HINDZINC,HINDZINC.NS,Hindustan Zinc Limited,EQ,INE267A01025,21-NOV-2006
HIRECT,HIRECT.NS,Hind Rectifiers Limited,EQ,INE835D01023,26-DEC-2006
HISARMETAL,HISARMETAL.NS,Hisar Metal Industries Limited,EQ,INE598C01011,05-JAN-2017
HITECH,HITECH.NS,Hi-Tech Pipes Limited,EQ,INE106T01025,07-MAY-2018
HITECHCORP,HITECHCORP.NS,Hitech Corporation Limited,EQ,INE120D01012,20-DEC-2007
HITECHGEAR,HITECHGEAR.NS,The Hi-Tech Gears Limited,BE,INE127B01011,21-JAN-2002
HLEGLAS,HLEGLAS.NS,HLE Glascoat Limited,EQ,INE461D01028,09-FEB-2023
HLVLTD,HLVLTD.NS,HLV LIMITED,EQ,INE102A01024,19-JUL-1995
HMAAGRO,HMAAGRO.NS,HMA Agro Industries Limited,EQ,INE0ECP01024,04-JUL-2023
HMT,HMT.NS,HMT Limited,BZ,INE262A01018,29-AUG-2003
HMVL,HMVL.NS,Hindustan Media Ventures Limited,EQ,INE871K01015,21-JUL-2010
HNDFDS,HNDFDS.NS,Hindustan Foods Limited,EQ,INE254N01026,06-JUN-2023
HOMEFIRST,HOMEFIRST.NS,Home First Finance Company India Limited,EQ,INE481N01025,03-FEB-2021
HONASA,HONASA.NS,Honasa Consumer Limited,EQ,INE0J5401028,07-NOV-2023
HONAUT,HONAUT.NS,Honeywell Automation India Limited,EQ,INE671A01010,18-JUL-2003
HONDAPOWER,HONDAPOWER.NS,Honda India Power Products Limited,EQ,INE634A01018,01-APR-2003
HPAL,HPAL.NS,HP Adhesives Limited,EQ,INE0GSL01024,27-DEC-2021
HPIL,HPIL.NS,Hindprakash Industries Limited,EQ,INE05X901010,07-NOV-2022
HPL,HPL.NS,HPL Electric & Power Limited,EQ,INE495S01016,04-OCT-2016
HSCL,HSCL.NS,Himadri Speciality Chemical Limited,EQ,INE019C01026,02-MAR-2007
HTMEDIA,HTMEDIA.NS,HT Media Limited,EQ,INE501G01024,01-SEP-2005
HUBTOWN,HUBTOWN.NS,Hubtown Limited,EQ,INE703H01016,07-FEB-2007
HUDCO,HUDCO.NS,Housing & Urban Development Corporation Limited,EQ,INE031A01017,19-MAY-2017
HUHTAMAKI,HUHTAMAKI.NS,Huhtamaki India Limited,EQ,INE275B01026,01-OCT-2004
HYBRIDFIN,HYBRIDFIN.NS,Hybrid Financial Services Limited,EQ,INE965B01022,05-DEC-2022
HYUNDAI,HYUNDAI.NS,Hyundai Motor India Limited,EQ,INE0V6F01027,22-OCT-2024
IBULLSLTD,IBULLSLTD.NS,Indiabulls Limited,EQ,INE126M01010,18-AUG-2011
ICDSLTD,ICDSLTD.NS,ICDS Limited,BE,INE613B01010,17-NOV-1999
ICEMAKE,ICEMAKE.NS,Ice Make Refrigeration Limited,EQ,INE520Y01019,12-OCT-2020
ICICIAMC,ICICIAMC.NS,ICICI Prudential Asset Management Company Limited,EQ,INE346A01027,19-DEC-2025
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited,EQ,INE090A01021,17-SEP-1997
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Limited,EQ,INE765G01017,27-SEP-2017
ICICIPRULI,ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,EQ,INE726G01019,29-SEP-2016
ICIL,ICIL.NS,Indo Count Industries Limited,EQ,INE483B01026,12-SEP-2005
ICRA,ICRA.NS,ICRA Limited,EQ,INE725G01011,13-APR-2007
IDBI,IDBI.NS,IDBI Bank Limited,EQ,INE008A01015,20-SEP-1995
IDEA,IDEA.NS,Vodafone Idea Limited,EQ,INE669E01016,09-MAR-2007
IDEAFORGE,IDEAFORGE.NS,Ideaforge Technology Limited,EQ,INE349Y01013,07-JUL-2023
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Limited,EQ,INE092T01019,06-NOV-2015
IEX,IEX.NS,Indian Energy Exchange Limited,EQ,INE022Q01020,23-OCT-2017
IFBAGRO,IFBAGRO.NS,IFB Agro Industries Limited,EQ,INE076C01018,03-APR-1996
IFBIND,IFBIND.NS,IFB Industries Limited,EQ,INE559A01017,29-MAR-1995
IFCI,IFCI.NS,IFCI Limited,EQ,INE039A01010,26-APR-1995
IFGLEXPOR,IFGLEXPOR.NS,IFGL Refractories Limited,EQ,INE133Y01011,14-NOV-2017
IGARASHI,IGARASHI.NS,Igarashi Motors India Limited,EQ,INE188B01013,09-OCT-2003
IGCL,IGCL.NS,Indogulf Cropsciences Limited,EQ,INE05J901018,03-JUL-2025
IGIL,IGIL.NS,International Gemmological Institute (India) Limited,EQ,INE0Q9301021,20-DEC-2024
IGL,IGL.NS,Indraprastha Gas Limited,EQ,INE203G01027,26-DEC-2003
IGPL,IGPL.NS,IG Petrochemicals Limited,EQ,INE204A01010,29-JAN-2007
IIFL,IIFL.NS,IIFL Finance Limited,EQ,INE530B01024,17-MAY-2005
IIFLCAPS,IIFLCAPS.NS,IIFL Capital Services Limited,EQ,INE489L01022,20-SEP-2019
IITL,IITL.NS,Industrial Investment Trust Limited,EQ,INE886A01014,17-AUG-2010
IKIO,IKIO.NS,IKIO Technologies Limited,EQ,INE0LOJ01019,16-JUN-2023
IKS,IKS.NS,Inventurus Knowledge Solutions Limited,EQ,INE115Q01022,19-DEC-2024
IL&FSENGG,IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,BZ,INE369I01014,25-OCT-2007
IL&FSTRANS,IL&FSTRANS.NS,IL&FS Transportation Networks Limited,BZ,INE975G01012,30-MAR-2010
IMAGICAA,IMAGICAA.NS,Imagicaaworld Entertainment Limited,EQ,INE172N01012,06-APR-2015
IMFA,IMFA.NS,Indian Metals & Ferro Alloys Limited,EQ,INE919H01018,23-JUL-2010
IMPAL,IMPAL.NS,India Motor Parts and Accessories Limited,EQ,INE547E01014,07-OCT-2005
IMPEXFERRO,IMPEXFERRO.NS,Impex Ferro Tech Limited,BZ,INE691G01015,03-FEB-2005
INA,INA.NS,Insolation Energy Limited,EQ,INE0LGX01024,09-MAR-2026
INCREDIBLE,INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,EQ,INE452L01012,01-JUL-2016
INDBANK,INDBANK.NS,Indbank Merchant Banking Services Limited,EQ,INE841B01017,08-OCT-2008
INDGN,INDGN.NS,Indegene Limited,EQ,INE065X01017,13-MAY-2024
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited,EQ,INE053A01029,03-JUL-1996
INDIACEM,INDIACEM.NS,The India Cements Limited,EQ,INE383A01012,31-MAY-2000
INDIAGLYCO,INDIAGLYCO.NS,India Glycols Limited,EQ,INE560A01023,01-JUL-2005
INDIAMART,INDIAMART.NS,Indiamart Intermesh Limited,EQ,INE933S01016,04-JUL-2019
INDIANB,INDIANB.NS,Indian Bank,EQ,INE562A01011,01-MAR-2007
INDIANCARD,INDIANCARD.NS,Indian Card Clothing Company Limited,EQ,INE061A01014,08-JAN-1997
INDIANHUME,INDIANHUME.NS,Indian Hume Pipe Company Limited,EQ,INE323C01030,30-AUG-1995
INDIASHLTR,INDIASHLTR.NS,India Shelter Finance Corporation Limited,EQ,INE922K01024,20-DEC-2023
INDIGO,INDIGO.NS,InterGlobe Aviation Limited,EQ,INE646L01027,10-NOV-2015
INDIGOPNTS,INDIGOPNTS.NS,Indigo Paints Limited,EQ,INE09VQ01012,02-FEB-2021
INDIQUBE,INDIQUBE.NS,Indiqube Spaces Limited,EQ,INE06ST01018,30-JUL-2025
INDNIPPON,INDNIPPON.NS,India Nippon Electricals Limited,EQ,INE092B01025,07-MAY-1997
INDOAMIN,INDOAMIN.NS,Indo Amines Limited,EQ,INE760F01028,29-APR-2022
INDOBORAX,INDOBORAX.NS,Indo Borax & Chemicals Limited,EQ,INE803D01021,29-MAR-2022
INDOCO,INDOCO.NS,Indoco Remedies Limited,EQ,INE873D01024,14-JAN-2005
INDOFARM,INDOFARM.NS,Indo Farm Equipment Limited,EQ,INE622H01018,07-JAN-2025
INDORAMA,INDORAMA.NS,Indo Rama Synthetics (India) Limited,EQ,INE156A01020,20-JUN-2003
INDOSTAR,INDOSTAR.NS,IndoStar Capital Finance Limited,EQ,INE896L01010,21-MAY-2018
INDOTECH,INDOTECH.NS,Indo Tech Transformers Limited,EQ,INE332H01014,16-MAR-2006
INDOTHAI,INDOTHAI.NS,Indo Thai Securities Limited,EQ,INE337M01021,02-NOV-2011
INDOUS,INDOUS.NS,Indo Us Biotech Limited,EQ,INE250Z01010,27-SEP-2024
INDOWIND,INDOWIND.NS,Indowind Energy Limited,EQ,INE227G01018,14-SEP-2007
INDPRUD,INDPRUD.NS,Industrial & Prudential Investment Company Limited,EQ,INE620D01011,20-APR-2026
INDRAMEDCO,INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,EQ,INE681B01017,17-APR-1997
INDSWFTLAB,INDSWFTLAB.NS,Ind-Swift Laboratories Limited,EQ,INE915B01019,02-JUL-1997
INDTERRAIN,INDTERRAIN.NS,Indian Terrain Fashions Limited,EQ,INE611L01021,11-MAR-2011
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Limited,EQ,INE095A01012,28-JAN-1998
INDUSTOWER,INDUSTOWER.NS,Indus Towers Limited,EQ,INE121J01017,28-DEC-2012
INFOBEAN,INFOBEAN.NS,InfoBeans Technologies Limited,EQ,INE344S01016,15-JUL-2019
INFOMEDIA,INFOMEDIA.NS,Infomedia Press Limited,EQ,INE669A01022,12-OCT-2006
INFY,INFY.NS,Infosys Limited,EQ,INE009A01021,08-FEB-1995
INGERRAND,INGERRAND.NS,Ingersoll Rand (India) Limited,EQ,INE177A01018,15-APR-1999
INNOVACAP,INNOVACAP.NS,Innova Captab Limited,EQ,INE0DUT01020,29-DEC-2023
INNOVANA,INNOVANA.NS,Innovana Thinklabs Limited,EQ,INE403Y01018,17-DEC-2024
INNOVISION,INNOVISION.NS,Innovision Limited,EQ,INE0ADB01012,23-MAR-2026
INOXGREEN,INOXGREEN.NS,Inox Green Energy Services Limited,EQ,INE510W01014,23-NOV-2022
INOXINDIA,INOXINDIA.NS,INOX India Limited,EQ,INE616N01034,21-DEC-2023
INOXWIND,INOXWIND.NS,Inox Wind Limited,EQ,INE066P01011,09-APR-2015
INSECTICID,INSECTICID.NS,Insecticides (India) Limited,EQ,INE070I01018,30-MAY-2007
INSPIRISYS,INSPIRISYS.NS,Inspirisys Solutions Limited,BE,INE020G01017,30-OCT-2006
INTELLECT,INTELLECT.NS,Intellect Design Arena Limited,EQ,INE306R01017,18-DEC-2014
INTENTECH,INTENTECH.NS,Intense Technologies Limited,EQ,INE781A01025,23-MAR-2017
INTERARCH,INTERARCH.NS,Interarch Building Solutions Limited,EQ,INE00M901018,26-AUG-2024
INTLCONV,INTLCONV.NS,International Conveyors Limited,EQ,INE575C01027,16-SEP-2021
INVENTURE,INVENTURE.NS,Inventure Growth & Securities Limited,EQ,INE878H01024,04-AUG-2011
INVPRECQ,INVPRECQ.NS,Investment & Precision Castings Limited,EQ,INE155E01016,20-APR-2026
IOB,IOB.NS,Indian Overseas Bank,EQ,INE565A01014,07-DEC-2000
IOC,IOC.NS,Indian Oil Corporation Limited,EQ,INE242A01010,24-JUL-1996
IOLCP,IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,EQ,INE485C01029,08-NOV-2010
IONEXCHANG,IONEXCHANG.NS,ION Exchange (India) Limited,EQ,INE570A01022,22-FEB-2022
IPCALAB,IPCALAB.NS,IPCA Laboratories Limited,EQ,INE571A01038,08-FEB-1995
IPL,IPL.NS,India Pesticides Limited,EQ,INE0D6701023,05-JUL-2021
IRB,IRB.NS,IRB Infrastructure Developers Limited,EQ,INE821I01022,25-FEB-2008
IRCON,IRCON.NS,Ircon International Limited,EQ,INE962Y01021,28-SEP-2018
IRCTC,IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,EQ,INE335Y01020,14-OCT-2019
IREDA,IREDA.NS,Indian Renewable Energy Development Agency Limited,EQ,INE202E01016,29-NOV-2023
IRFC,IRFC.NS,Indian Railway Finance Corporation Limited,EQ,INE053F01010,29-JAN-2021
IRIS,IRIS.NS,IRIS RegTech Solutions Limited,EQ,INE864K01010,08-NOV-2021
IRISDOREME,IRISDOREME.NS,Iris Clothings Limited,EQ,INE01GN01025,22-FEB-2021
IRMENERGY,IRMENERGY.NS,IRM Energy Limited,EQ,INE07U701015,26-OCT-2023
ISFT,ISFT.NS,Intrasoft Technologies Limited,EQ,INE566K01011,12-APR-2010
ISGEC,ISGEC.NS,Isgec Heavy Engineering Limited,EQ,INE858B01029,05-MAY-2021
ISHANCH,ISHANCH.NS,Ishan Dyes and Chemicals Limited,EQ,INE561M01018,24-MAR-2025
ITC,ITC.NS,ITC Limited,EQ,INE154A01025,23-AUG-1995
ITCHOTELS,ITCHOTELS.NS,ITC Hotels Limited,EQ,INE379A01028,29-JAN-2025
ITDC,ITDC.NS,India Tourism Development Corporation Limited,EQ,INE353K01014,30-DEC-2016
ITI,ITI.NS,ITI Limited,EQ,INE248A01017,15-SEP-2003
IVALUE,IVALUE.NS,Ivalue Infosolutions Limited,EQ,INE056801025,25-SEP-2025
IVC,IVC.NS,IL&FS Investment Managers Limited,EQ,INE050B01023,15-SEP-1999
IVP,IVP.NS,IVP Limited,EQ,INE043C01018,13-SEP-1995
IWP,IWP.NS,The Indian Wood Products Company Limited,EQ,INE586E01020,20-APR-2026
IXIGO,IXIGO.NS,Le Travenues Technology Limited,EQ,INE0HV901016,18-JUN-2024
IZMO,IZMO.NS,IZMO Limited,BE,INE848A01014,05-FEB-2007
J&KBANK,J&KBANK.NS,The Jammu & Kashmir Bank Limited,EQ,INE168A01041,22-JUL-1998
JAGRAN,JAGRAN.NS,Jagran Prakashan Limited,EQ,INE199G01027,22-FEB-2006
JAGSNPHARM,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,EQ,INE048B01035,01-MAR-2000
JAIBALAJI,JAIBALAJI.NS,Jai Balaji Industries Limited,EQ,INE091G01026,09-DEC-2003
JAICORPLTD,JAICORPLTD.NS,Jai Corp Limited,EQ,INE070D01027,26-NOV-1997
JAINREC,JAINREC.NS,Jain Resource Recycling Limited,EQ,INE0YD401026,01-OCT-2025
JAIPURKURT,JAIPURKURT.NS,Nandani Creation Limited,EQ,INE696V01013,02-SEP-2021
JAMNAAUTO,JAMNAAUTO.NS,Jamna Auto Industries Limited,EQ,INE039C01032,10-DEC-2010
JARO,JARO.NS,Jaro Institute of Technology Management and Research Limited,EQ,INE00YJ01010,30-SEP-2025
JASH,JASH.NS,Jash Engineering Limited,EQ,INE039O01029,30-OCT-2019
JAYAGROGN,JAYAGROGN.NS,Jayant Agro Organics Limited,EQ,INE785A01026,17-APR-1996
JAYBARMARU,JAYBARMARU.NS,Jay Bharat Maruti Limited,EQ,INE571B01036,03-JAN-1996
JAYKAY,JAYKAY.NS,Jaykay Enterprises Limited,EQ,INE903A01025,03-DEC-2025
JAYNECOIND,JAYNECOIND.NS,Jayaswal Neco Industries Limited,EQ,INE854B01010,10-MAY-1995
JAYSREETEA,JAYSREETEA.NS,Jayshree Tea & Industries Limited,EQ,INE364A01020,15-FEB-1995
JBCHEPHARM,JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,EQ,INE572A01036,29-APR-2003
JBMA,JBMA.NS,JBM Auto Limited,EQ,INE927D01051,17-DEC-2004
JETFREIGHT,JETFREIGHT.NS,Jet Freight Logistics Limited,EQ,INE982V01025,21-DEC-2021
JGCHEM,JGCHEM.NS,J.G.Chemicals Limited,EQ,INE0MB501011,13-MAR-2024
JHS,JHS.NS,JHS Svendgaard Laboratories Limited,BE,INE544H01014,21-OCT-2006
JINDALPHOT,JINDALPHOT.NS,Jindal Photo Limited,EQ,INE796G01012,07-APR-2005
JINDALPOLY,JINDALPOLY.NS,Jindal Poly Films Limited,EQ,INE197D01010,21-JAN-2002
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited,EQ,INE324A01032,29-APR-2003
JINDALSTEL,JINDALSTEL.NS,JINDAL STEEL LIMITED,EQ,INE749A01030,29-DEC-1999
JINDRILL,JINDRILL.NS,Jindal Drilling And Industries Limited,EQ,INE742C01031,22-DEC-2006
JINDWORLD,JINDWORLD.NS,Jindal Worldwide Limited,EQ,INE247D01039,25-NOV-2010
JIOFIN,JIOFIN.NS,Jio Financial Services Limited,EQ,INE758E01017,21-AUG-2023
JISLDVREQS,JISLDVREQS.NS,Jain Irrigation Systems Limited,EQ,IN9175A01010,30-NOV-2011
JISLJALEQS,JISLJALEQS.NS,Jain Irrigation Systems Limited,EQ,INE175A01038,13-AUG-2001
JITFINFRA,JITFINFRA.NS,JITF Infralogistics Limited,BE,INE863T01013,27-FEB-2017
JKCEMENT,JKCEMENT.NS,JK Cement Limited,EQ,INE823G01014,14-MAR-2006
JKIL,JKIL.NS,J.Kumar Infraprojects Limited,EQ,INE576I01022,12-FEB-2008
JKIPL,JKIPL.NS,Jinkushal Industries Limited,BE,INE1FF001016,03-OCT-2025
JKLAKSHMI,JKLAKSHMI.NS,JK Lakshmi Cement Limited,EQ,INE786A01032,19-JUN-2006
JKPAPER,JKPAPER.NS,JK Paper Limited,EQ,INE789E01012,16-JUN-2005
JKTYRE,JKTYRE.NS,JK Tyre & Industries Limited,EQ,INE573A01042,19-MAR-2007
JLHL,JLHL.NS,Jupiter Life Line Hospitals Limited,EQ,INE682M01012,18-SEP-2023
JMA,JMA.NS,Jullundur Motor Agency (Delhi) Limited,EQ,INE412C01023,16-MAR-2015
JMFINANCIL,JMFINANCIL.NS,JM Financial Limited,EQ,INE780C01023,10-OCT-2006
JNKINDIA,JNKINDIA.NS,JNK India Limited,EQ,INE0OAF01028,30-APR-2024
JOCIL,JOCIL.NS,Jocil Limited,EQ,INE839G01010,08-OCT-2008
JPOLYINVST,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,EQ,INE147P01019,11-NOV-2013
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited,EQ,INE351F01018,18-APR-2005
JSFB,JSFB.NS,Jana Small Finance Bank Limited,EQ,INE953L01027,14-FEB-2024
JSL,JSL.NS,Jindal Stainless Limited,EQ,INE220G01021,17-NOV-2003
JSLL,JSLL.NS,Jeena Sikho Lifecare Limited,EQ,INE0J5801029,11-AUG-2025
JSWCEMENT,JSWCEMENT.NS,JSW Cement Limited,EQ,INE718I01012,14-AUG-2025
JSWDULUX,JSWDULUX.NS,JSW Dulux Limited,EQ,INE133A01011,28-JUN-2001
JSWENERGY,JSWENERGY.NS,JSW Energy Limited,EQ,INE121E01018,04-JAN-2010
JSWHL,JSWHL.NS,JSW Holdings Limited,EQ,INE824G01012,21-JUN-2005
JSWINFRA,JSWINFRA.NS,JSW Infrastructure Limited,EQ,INE880J01026,03-OCT-2023
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited,EQ,INE019A01038,23-MAR-2005
JTEKTINDIA,JTEKTINDIA.NS,Jtekt India Limited,EQ,INE643A01035,12-JAN-2004
JTLIND,JTLIND.NS,JTL INDUSTRIES LIMITED,EQ,INE391J01032,12-JUN-2023
JUBLCPL,JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,EQ,INE03CC01015,14-FEB-2025
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Limited,EQ,INE797F01020,08-FEB-2010
JUBLINGREA,JUBLINGREA.NS,Jubilant Ingrevia Limited,EQ,INE0BY001018,19-MAR-2021
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Limited,EQ,INE700A01033,16-JUN-2003
JUNIPER,JUNIPER.NS,Juniper Hotels Limited,EQ,INE696F01016,28-FEB-2024
JUSTDIAL,JUSTDIAL.NS,Just Dial Limited,EQ,INE599M01018,05-JUN-2013
JWL,JWL.NS,Jupiter Wagons Limited,EQ,INE209L01016,18-OCT-2010
JYOTHYLAB,JYOTHYLAB.NS,Jyothy Labs Limited,EQ,INE668F01031,19-DEC-2007
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Limited,EQ,INE980O01024,16-JAN-2024
JYOTISTRUC,JYOTISTRUC.NS,Jyoti Structures Limited,EQ,INE197A01024,19-JUL-1995
KABRAEXTRU,KABRAEXTRU.NS,Kabra Extrusion Technik Limited,EQ,INE900B01029,06-SEP-1995
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Limited,EQ,INE217B01036,01-JUN-2004
KAKATCEM,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,EQ,INE437B01014,13-DEC-1995
KALAMANDIR,KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,EQ,INE438K01021,27-SEP-2023
KALPATARU,KALPATARU.NS,Kalpataru Limited,EQ,INE227J01012,01-JUL-2025
KALYANI,KALYANI.NS,Kalyani Commercials Limited,BE,INE610E01010,13-FEB-2017
KALYANIFRG,KALYANIFRG.NS,Kalyani Forge Limited,EQ,INE314G01014,20-DEC-2007
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Limited,EQ,INE303R01014,26-MAR-2021
KAMAHOLD,KAMAHOLD.NS,Kama Holdings Limited,EQ,INE411F01010,20-APR-2026
KAMATHOTEL,KAMATHOTEL.NS,Kamat Hotels (I) Limited,EQ,INE967C01018,29-MAY-1996
KAMDHENU,KAMDHENU.NS,Kamdhenu Limited,EQ,INE390H01020,09-MAY-2006
KAMOPAINTS,KAMOPAINTS.NS,Kamdhenu Ventures Limited,BE,INE0BTI01037,24-JAN-2023
KANANIIND,KANANIIND.NS,Kanani Industries Limited,EQ,INE879E01037,14-DEC-2011
KANCHI,KANCHI.NS,Kanchi Karpooram Limited,EQ,INE081G01019,20-APR-2026
KANORICHEM,KANORICHEM.NS,Kanoria Chemicals & Industries Limited,EQ,INE138C01024,08-FEB-1995
KANPRPLA,KANPRPLA.NS,Kanpur Plastipack Limited,EQ,INE694E01014,01-JAN-2021
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Limited,EQ,INE531A01024,15-SEP-2003
